,item_name,category,url,food_tips,refrigerator_min_shelf_life,refrigerator_max_shelf_life,pantry_min_shelf_life,pantry_max_shelf_life,freezer_min_shelf_life,freezer_max_shelf_life,storage_locations
107,CHINESE FOOD: CHICKEN CHOP SUEY - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16827,"Shelf Life Tips
How long does leftover chicken chop suey (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate chicken chop suey within two hours of cooking or purchasing.

To maximize the shelf life of leftover chicken chop suey for safety and quality, refrigerate the chicken chop suey in airtight containers. 

Properly stored, leftover chicken chop suey will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover chicken chop suey, freeze it; freeze in covered airtight containers or heavy-duty freezer bags. 

How long does leftover chicken chop suey last in the freezer? Properly stored, it will maintain best quality for about 3 to 4 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover chicken chop suey that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does leftover chicken chop suey last after being frozen and thawed? Leftover chicken chop suey that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; chicken chop suey that was thawed in the microwave or in cold water should be eaten immediately. 

How long does leftover chicken chop suey last at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover chicken chop suey should be discarded if left for more than 2 hours at room temperature. 

How to tell if leftover chicken chop suey is bad? If leftover chicken chop suey develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",3,4,,,90,120,"['Refrigerator', 'Freezer']"
108,CHINESE FOOD: CHICKEN CHOW MEIN / LO MEIN - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16828,"Shelf Life Tips
How long does leftover chicken chow mein / lo mein (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate chicken chow mein / lo mein within two hours of cooking or purchasing.

To maximize the shelf life of leftover chicken chow mein / lo mein for safety and quality, refrigerate the chicken chow mein / lo mein in airtight containers. 

Properly stored, leftover chicken chow mein / lo mein will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover chicken chow mein / lo mein, freeze it; freeze in covered airtight containers or heavy-duty freezer bags. 

How long does leftover chicken chow mein / lo mein last in the freezer? Properly stored, it will maintain best quality for about 2 to 3 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover chicken chow mein / lo mein that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does leftover chicken chow mein / lo mein last after being frozen and thawed? Leftover chicken chow mein / lo mein that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; chicken chow mein / lo mein that was thawed in the microwave or in cold water should be eaten immediately. 

How long can leftover chicken chow mein / lo mein be left at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover chicken chow mein / lo mein should be discarded if left out for more than 2 hours at room temperature. 

How to tell if leftover chicken chow mein / lo mein is bad? If leftover chicken chow mein / lo mein develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",3,4,,,60,90,"['Refrigerator', 'Freezer']"
109,CHINESE FOOD: EGG ROLLS (MEAT OR VEGETARIAN) - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16829,"Shelf Life Tips
How long do leftover egg rolls (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate egg rolls within two hours of cooking or purchasing.

To maximize the shelf life of leftover egg rolls for safety and quality, refrigerate in covered airtight containers or wrap tightly with heavy-duty aluminum foil or plastic wrap.

Properly stored, leftover egg rolls will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover egg rolls, freeze them; freeze in covered airtight containers or heavy-duty freezer bags, or wrap tightly with heavy-duty aluminum foil or freezer wrap.

How long do leftover egg rolls last in the freezer? Properly stored, they will maintain best quality for about 1 to 2 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover egg rolls that have been kept constantly frozen at 0°F will keep safe indefinitely. 

How long do leftover egg rolls last after being frozen and thawed? Leftover egg rolls that have been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; egg rolls that were thawed in the microwave or in cold water should be eaten immediately. 

How long can leftover egg rolls be left at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover egg rolls should be discarded if left out for more than 2 hours at room temperature. 

How to tell if leftover egg rolls are bad? If leftover egg rolls develops an off odor, flavor or appearance, or if mold appears, they should be discarded. ",3,4,,,30,60,"['Refrigerator', 'Freezer']"
110,CHINESE FOOD: GENERAL TSO'S CHICKEN - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16831,"Shelf Life Tips
How long does leftover General Tsos chicken (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate General Tsos chicken within two hours of cooking or purchasing.

To maximize the shelf life of leftover General Tsos chicken for safety and quality, refrigerate the General Tsos chicken in airtight containers. 

Properly stored, leftover General Tsos chicken will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover General Tsos chicken, freeze it; freeze in covered airtight containers or heavy-duty freezer bags. 

How long does leftover General Tsos chicken last in the freezer? Properly stored, it will maintain best quality for about 3 to 4 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover General Tsos chicken that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does leftover General Tsos chicken last after being frozen and thawed? Leftover General Tsos chicken that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; General Tsos chicken that was thawed in the microwave or in cold water should be eaten immediately. 

How long can leftover General Tsos chicken be left at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover General Tsos chicken should be discarded if left out for more than 2 hours at room temperature. 

How to tell if leftover General Tsos chicken is bad? If leftover General Tsos chicken develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",3,4,,,90,120,"['Refrigerator', 'Freezer']"
111,CHINESE FOOD: PORK CHOP SUEY - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16832,"Shelf Life Tips
How long does leftover pork chop suey (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate pork chop suey within two hours of cooking or purchasing.

To maximize the shelf life of leftover pork chop suey for safety and quality, refrigerate the pork chop suey in airtight containers. 

Properly stored, leftover pork chop suey will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover pork chop suey, freeze it; freeze in covered airtight containers or heavy-duty freezer bags. 

How long does leftover pork chop suey last in the freezer? Properly stored, it will maintain best quality for about 3 to 4 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover pork chop suey that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does leftover pork chop suey last after being frozen and thawed? Leftover pork chop suey that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; pork chop suey that was thawed in the microwave or in cold water should be eaten immediately. 

How long does leftover pork chop suey last at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover pork chop suey should be discarded if left for more than 2 hours at room temperature. 

How to tell if leftover pork chop suey is bad? If leftover pork chop suey develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",3,4,,,90,120,"['Refrigerator', 'Freezer']"
112,CHINESE FOOD: PORK CHOW MEIN / LO MEIN - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16833,"Shelf Life Tips
How long does leftover pork chow mein / lo mein (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate pork chow mein / lo mein within two hours of cooking or purchasing.

To maximize the shelf life of leftover pork chow mein / lo mein for safety and quality, refrigerate the pork chow mein / lo mein in airtight containers. 

Properly stored, leftover pork chow mein / lo mein will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover pork chow mein / lo mein, freeze it; freeze in covered airtight containers or heavy-duty freezer bags. 

How long does leftover pork chow mein / lo mein last in the freezer? Properly stored, it will maintain best quality for about 2 to 3 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover pork chow mein / lo mein that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does leftover pork chow mein / lo mein last after being frozen and thawed? Leftover pork chow mein / lo mein that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; pork chow mein / lo mein that was thawed in the microwave or in cold water should be eaten immediately. 

How long can leftover pork chow mein / lo mein be left at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover pork chow mein / lo mein should be discarded if left out for more than 2 hours at room temperature. 

How to tell if leftover pork chow mein / lo mein is bad? If leftover pork chow mein / lo mein develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",3,4,,,60,90,"['Refrigerator', 'Freezer']"
113,CHINESE FOOD: SWEET AND SOUR CHICKEN - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16834,"Shelf Life Tips
How long does leftover sweet and sour chicken (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate sweet and sour chicken within two hours of cooking or purchasing.

To maximize the shelf life of leftover sweet and sour chicken for safety and quality, refrigerate the sweet and sour chicken in airtight containers. 

Properly stored, leftover sweet and sour chicken will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover sweet and sour chicken, freeze it; freeze in covered airtight containers or heavy-duty freezer bags. 

How long does leftover sweet and sour chicken last in the freezer? Properly stored, it will maintain best quality for about 3 to 4 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover sweet and sour chicken that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does leftover sweet and sour chicken last after being frozen and thawed? Leftover sweet and sour chicken that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; sweet and sour chicken that was thawed in the microwave or in cold water should be eaten immediately. 

How long can leftover sweet and sour chicken be left at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover sweet and sour chicken should be discarded if left out for more than 2 hours at room temperature. 

How to tell if leftover sweet and sour chicken is bad? If leftover sweet and sour chicken develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",3,4,,,90,120,"['Refrigerator', 'Freezer']"
114,CHINESE FOOD: SWEET AND SOUR PORK - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16835,"Shelf Life Tips
How long does leftover sweet and sour pork (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate sweet and sour pork within two hours of cooking or purchasing.

To maximize the shelf life of leftover sweet and sour pork for safety and quality, refrigerate the sweet and sour pork in airtight containers. 

Properly stored, leftover sweet and sour pork will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover sweet and sour pork, freeze it; freeze in covered airtight containers or heavy-duty freezer bags. 

How long does leftover sweet and sour pork last in the freezer? Properly stored, it will maintain best quality for about 3 to 4 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover sweet and sour pork that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does leftover sweet and sour pork last after being frozen and thawed? Leftover sweet and sour pork that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; sweet and sour pork that was thawed in the microwave or in cold water should be eaten immediately. 

How long can leftover sweet and sour pork be left at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover sweet and sour pork should be discarded if left out for more than 2 hours at room temperature. 

How to tell if leftover sweet and sour pork is bad? If leftover sweet and sour pork develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",3,4,,,90,120,"['Refrigerator', 'Freezer']"
115,CHINESE FOOD: WONTON SOUP - HOMEMADE OR TAKE-OUT,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16838,"Shelf Life Tips
How long does leftover wonton soup (Chinese food) last in the fridge or freezer? The precise answer to that question depends to a large extent on storage conditions - refrigerate wonton soup within two hours of cooking or purchasing.

To maximize the shelf life of leftover wonton soup for safety and quality, refrigerate the wonton soup in airtight containers. 

Properly stored, leftover wonton soup will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of leftover wonton soup, freeze it; freeze in covered airtight containers or heavy-duty freezer bags. 

How long does leftover wonton soup last in the freezer? Properly stored, it will maintain best quality for about 4 to 6 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - leftover wonton soup that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does leftover wonton soup last after being frozen and thawed? Leftover wonton soup that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; wonton soup that was thawed in the microwave or in cold water should be eaten immediately. 

Wonton wrappers may become mushy when thawed.

How long can leftover wonton soup be left at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; leftover wonton soup should be discarded if left out for more than 2 hours at room temperature. 

How to tell if leftover wonton soup is bad? If leftover wonton soup develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",3,4,,,120,180,"['Refrigerator', 'Freezer']"
116,CHITTERLINGS (CHITLINS)  COOKED,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16843,"Shelf Life Tips
Refrigerate within two hours of cooking. Refrigerate cooked meat in shallow airtight containers or wrap tightly with heavy-duty aluminum foil or plastic wrap. Freeze in covered airtight containers or heavy-duty freezer bags, or wrap tightly with heavy-duty aluminum foil or freezer wrap. Freezer time shown is for best quality only  foods kept constantly frozen at 0° F will keep safe indefinitely. ",3,4,,,60,90,"['Refrigerator', 'Freezer']"
117,"CHITTERLINGS (CHITLINS) - FRESH, RAW",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16844,"Shelf Life Tips
Unopened meat may be kept in its original store packaging when refrigerating - do not open package until ready to use. If freezing, place in freezer before the number of days shown for refrigerator storage has elapsed. If freezing for longer than 2 months, overwrap original store packaging with airtight heavy-duty aluminum foil, plastic wrap, or freezer paper or place the package inside a heavy-duty freezer bag in order to prevent freezer burn. Freezer time shown is for best quality only - foods kept constantly frozen at 0°F will keep safe indefinitely. ",1,2,,,90,120,"['Refrigerator', 'Freezer']"
118,"CHORIZO SAUSAGE, DRY, SOLD UNREFRIGERATED  - OPENED PACKAGE",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16872,"Shelf Life Tips
How long does an opened package of dry chorizo sausage last in the fridge or freezer? The exact answer to that question depends to a large extent on storage conditions  - keep opened dry chorizo sausage refrigerated at all times.
To maximize the shelf life of opened dry chorizo sausage, place the opened package inside a resealable plastic bag or wrap tightly with aluminum foil or plastic wrap.
How long does opened dry chorizo sausage last in the fridge? Opened dry chorizo sausage will maintain best quality for about 3 weeks in the refrigerator. 
To further extend the shelf life of dry chorizo sausage, freeze; when freezing, place dry chorizo sausage in the freezer before the number of days shown for refrigerator storage has elapsed.
You can maximize the shelf life of dry chorizo sausage in the freezer by overwrapping the original store packaging with airtight heavy-duty aluminum foil, plastic wrap, or freezer paper or place the package inside a heavy-duty freezer bag in order to prevent freezer burn.
How long does dry chorizo sausage last in the freezer? Properly stored, it will maintain best quality for about 10 months, but will remain safe beyond that time.
The freezer time shown is for best quality only - dry chorizo sausage that has been kept constantly frozen at 0°F will keep safe indefinitely. 
How can you tell if dry chorizo sausage is bad or spoiled? The best way is to smell and look at the dry chorizo sausage: if the dry chorizo sausage develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",14,21,,,240,300,"['Refrigerator', 'Freezer']"
119,"CHORIZO SAUSAGE, DRY, SOLD UNREFRIGERATED  - UNOPENED PACKAGE",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16873,"Shelf Life Tips
How long does a package of unopened chorizo sausage last? The precise answer depends to a large extent on storage conditions  - store unopened chorizo sausage in a cool, dry area.
How long does unopened chorizo sausage last at room temperature? Properly stored, a package of unopened chorizo sausage will generally stay at best quality for about 1 month at room temperature.
Is unopened chorizo sausage safe to use after the ""expiration"" date on the package? Yes, provided  it is properly stored, the package is undamaged, and there is no sign of spoilage (see below)  -  commercially packaged sausage will typically carry a "" Best By,"" ""Best if Used By,"" ""Best Before"", or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the sausage will remain at peak quality.
Can you keep unopened chorizo sausage in the fridge or freezer? Yes, to further extend the shelf life of sausage, refrigerate or freeze it; wrap the sausage with airtight heavy-duty aluminum foil or freezer wrap or place the sausage inside a heavy-duty freezer bag.
How long does unopened chorizo sausage last in the fridge? Unopened chorizo sausage will maintain best quality for about 6 months in the refrigerator. 
How long does unopened chorizo sausage last in the freezer? Properly stored, unopened chorizo sausage will maintain best quality for about 10 months, but will remain safe beyond that time.
The freezer time shown is for best quality only  unopened chorizo sausage that has been kept constantly frozen at 0° F will keep safe indefinitely. 
How can you tell if unopened chorizo sausage is bad or spoiled? The best way is to smell and look at the unopened chorizo sausage: if the unopened chorizo sausage develops an off odor, flavor or appearance, or if mold appears, it should be discarded. ",180,180,28,42,240,300,"['Pantry', 'Refrigerator', 'Freezer']"
120,CORNED BEEF - COOKED,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16967,"Shelf Life Tips
How long does cooked corned beef last in the fridge? The precise answer to that question depends to a large extent on storage conditions - refrigerate corned beef within two hours of cooking.

To maximize the shelf life of cooked corned beef for safety and quality, refrigerate the corned beef in shallow airtight containers or wrap tightly with heavy-duty aluminum foil or plastic wrap. 

Properly stored, cooked corned beef will last for 3 to 4 days in the refrigerator.

To further extend the shelf life of cooked corned beef, freeze it; freeze in covered airtight containers or heavy-duty freezer bags, or wrap tightly with heavy-duty aluminum foil or freezer wrap. 

How long does cooked corned beef last in the freezer? Properly stored, it will maintain best quality for about 2 to 3 months, but will remain safe beyond that time.
 
The freezer time shown is for best quality only - cooked corned beef that has been kept constantly frozen at 0°F will keep safe indefinitely. 

How long does cooked corned beef last after being frozen and thawed? Cooked corned beef that has been thawed in the fridge can be kept for an additional 3 to 4 days in the refrigerator before cooking; corned beef that was thawed in the microwave or in cold water should be eaten immediately. 

How long does cooked corned beef last at room temperature? Bacteria grow rapidly at temperatures between 40 °F and 140 °F; cooked corned beef should be discarded if left for more than 2 hours at room temperature. 

How to tell if cooked corned beef is bad? The best way is to smell and look at the corned beef: signs of bad corned beef are a sour smell and a slimy texture; discard any corned beef with an off smell or appearance, do not taste first. ",3,4,,,60,90,"['Refrigerator', 'Freezer']"
121,"CORNED BEEF HASH, COMMERCIALLY CANNED  OPENED",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16968,"Shelf Life Tips
How long does a can of corned beef hash last once opened? The precise answer depends to a large extent on storage conditions - keep opened corned beef hash refrigerated and tightly covered.
To maximize the shelf life of canned corned beef hash after opening, refrigerate in a covered glass or plastic container.
How long does opened canned corned beef hash last in the refrigerator? Corned beef hash that has been continuously refrigerated will keep for about 3 to 4 days.  
Is canned corned beef hash safe to use after the ""expiration"" date on the package? Yes, provided it has been stored properly, the package is undamaged, and there are no signs of spoilage (see below) - commercially packaged corned beef hash will typically carry a ""Best By,"" ""Best if Used By,""  ""Best Before"", or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the corned beef hash will remain at peak quality.
To further extend the shelf life of opened canned corned beef hash, freeze it: to freeze canned corned beef hash, place inside covered airtight containers or heavy-duty freezer bags.
How long does canned corned beef hash last in the freezer? Properly stored, it will maintain best quality for about 3 months, but will remain safe beyond that time.
The freezer time shown is for best quality only  canned corned beef hash that has been kept constantly frozen at 0°F will keep safe indefinitely. 
How long does canned corned beef hash last after being frozen and thawed? Canned corned beef hash that has been defrosted in the fridge can be kept for an additional 3 to 4 days in the refrigerator before using; corned beef hash that was thawed in the microwave or in cold water should be used immediately. 
How can you tell if opened canned corned beef hash is bad or spoiled? The best way is to smell and look at the corned beef hash: if the corned beef hash develops an off odor, flavor or appearance, or if mold appears, it should be discarded.
Discard all corned beef hash from cans or packages that are leaking, rusting, bulging or severely dented. ",3,4,,,60,90,"['Refrigerator', 'Freezer']"
122,"CORNED BEEF HASH, COMMERCIALLY CANNED  UNOPENED",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16969,"Shelf Life Tips
How long does unopened corned beef hash last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of canned corned beef hash, store in a cool, dry area.
How long does unopened canned corned beef hash last at room temperature? Properly stored, unopened canned corned beef hash will generally stay at best quality for about 3 to 5 years, although it will usually remain safe to use after that.  
Is unopened canned corned beef hash safe to use after the ""expiration"" date on the can or package? Yes, provided it is properly stored and the can is undamaged  -  commercially packaged corned beef hash will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before"", or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the canned corned beef hash will remain at peak quality.
Storage time shown is for best quality only - after that, the canned corned beef hash's texture, color or flavor may change, but in most cases, it will still be safe to consume if it has been stored properly, the package is undamaged, and there are no signs of spoilage (see below).  
How can you tell if canned corned beef hash is bad or spoiled? The best way is to smell and look at the canned corned beef hash: if the canned corned beef hash develops an off odor, flavor or appearance, or if mold appears, it should be discarded.
Discard all canned corned beef hash from cans or packages that are leaking, rusting, bulging or severely dented. ",,,1095,1825,,,['Pantry']
123,"CORNED BEEF, COMMERCIALLY CANNED, SOLD UNREFRIGERATED  OPENED",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/18761,"Shelf Life Tips
How long does a can of corned beef last once opened? The precise answer depends to a large extent on storage conditions - keep opened corned beef refrigerated and tightly covered.
To maximize the shelf life of canned corned beef after opening, refrigerate in a covered glass or plastic container.
How long does opened canned corned beef last in the refrigerator? Corned beef that has been continuously refrigerated will keep for about 3 to 4 days.  
Is canned corned beef safe to use after the ""expiration"" date on the package? Yes, provided it has been stored properly, the package is undamaged, and there are no signs of spoilage (see below) - commercially packaged corned beef will typically carry a ""Best By,"" ""Best if Used By,""  ""Best Before"", or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the corned beef will remain at peak quality.
To further extend the shelf life of opened canned corned beef, freeze it: to freeze canned corned beef, place inside covered airtight containers or heavy-duty freezer bags.
How long does canned corned beef last in the freezer? Properly stored, it will maintain best quality for about 3 months, but will remain safe beyond that time.
The freezer time shown is for best quality only  canned corned beef that has been kept constantly frozen at 0°F will keep safe indefinitely. 
How long does canned corned beef last after being frozen and thawed? Canned corned beef that has been defrosted in the fridge can be kept for an additional 3 to 4 days in the refrigerator before using; corned beef that was thawed in the microwave or in cold water should be used immediately. 
How can you tell if opened canned corned beef is bad or spoiled? The best way is to smell and look at the corned beef: if the corned beef develops an off odor, flavor or appearance, or if mold appears, it should be discarded.
Discard all corned beef from cans or packages that are leaking, rusting, bulging or severely dented. ",3,4,,,60,90,"['Refrigerator', 'Freezer']"
124,"CORNED BEEF, COMMERCIALLY CANNED, SOLD UNREFRIGERATED  UNOPENED",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/18762,"Shelf Life Tips
How long does unopened corned beef last? The precise answer depends to a large extent on storage conditions - to maximize the shelf life of canned corned beef, store in a cool, dry area.
How long does unopened canned corned beef last at room temperature? Properly stored, unopened canned corned beef will generally stay at best quality for about 3 to 5 years, although it will usually remain safe to use after that.  
Is unopened canned corned beef safe to use after the ""expiration"" date on the can or package? Yes, provided it is properly stored and the can is undamaged  -  commercially packaged corned beef will typically carry a ""Best By,"" ""Best if Used By,"" ""Best Before"", or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the canned corned beef will remain at peak quality.
Storage time shown is for best quality only - after that, the canned corned beef's texture, color or flavor may change, but in most cases, it will still be safe to consume if it has been stored properly, the package is undamaged, and there are no signs of spoilage (see below).  
How can you tell if canned corned beef is bad or spoiled? The best way is to smell and look at the canned corned beef: if the canned corned beef develops an off odor, flavor or appearance, or if mold appears, it should be discarded.
Discard all canned corned beef from cans or packages that are leaking, rusting, bulging or severely dented. ",,,1095,1825,,,['Pantry']
125,"CORNED BEEF, PURCHASED IN POUCH WITH PICKLING JUICES - FRESH, RAW",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16970,"Shelf Life Tips
Unopened meat may be kept in its original store packaging when refrigerating - do not open package until ready to use. If freezing, place in freezer before the number of days shown for refrigerator storage has elapsed. To freeze, drain liquids from package and overwrap original packaging with airtight heavy-duty aluminum foil, plastic wrap, or freezer paper or place the package inside a heavy-duty freezer bag in order to prevent freezer burn. Freezer time shown is for best quality only - foods kept constantly frozen at 0°F will keep safe indefinitely. ",5,7,,,30,30,"['Refrigerator', 'Freezer']"
126,CORNISH HEN  COOKED,Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16971,"Shelf Life Tips
Refrigerate within two hours of cooking. If stuffed, remove stuffing to a separate container before refrigerating or freezing leftovers.  Refrigerate cooked poultry in shallow airtight containers or wrap tightly with heavy-duty aluminum foil or plastic wrap. Freeze in covered airtight containers or heavy-duty freezer bags, or wrap tightly with heavy-duty aluminum foil or freezer wrap. Freezer time shown is for best quality only  foods kept constantly frozen at 0° F will keep safe indefinitely. ",3,4,,,120,180,"['Refrigerator', 'Freezer']"
127,"CORNISH HEN, WHOLE - FRESH, RAW",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16972,"Shelf Life Tips
Unopened poultry may be kept in its original store packaging when refrigerating - do not open package until ready to use. If freezing, place in freezer before the number of days shown for refrigerator storage has elapsed. If freezing for longer than 2 months, overwrap original store packaging with airtight heavy-duty aluminum foil, plastic wrap, or freezer paper or place the package inside a heavy-duty freezer bag in order to prevent freezer burn. Freezer time shown is for best quality only - foods kept constantly frozen at 0°F will keep safe indefinitely. ",1,2,,,365,365,"['Refrigerator', 'Freezer']"
128,"CORNISH HEN, WHOLE  PURCHASED COMMERCIALLY FROZEN, RAW",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16973,"Shelf Life Tips
How long does frozen Cornish hen last? The precise answer to that question depends to a large extent on storage conditions - keep Cornish hen frozen at all times.

Properly stored, frozen Cornish hen will maintain best quality for about 12 months in the freezer, although it will usually remain safe to eat after that. 

Is frozen Cornish hen safe to eat after the expiration date on the package? Yes, if properly stored  -  commercially frozen Cornish hen will typically carry a Best By,"" ""Best if Used By,"" Best Before, or ""Best When Used By"" date but this is not a safety date, it is the manufacturer's estimate of how long the frozen Cornish hen will remain at peak quality.
 
How long will frozen Cornish hen remain safe to eat? Frozen Cornish hen that has been kept constantly frozen at 0°F will keep safe indefinitely, as long as it has been stored properly and the package is not damaged.

How to tell if frozen Cornish hen is no longer good?  If dry spots or discoloration have developed on the frozen Cornish hen, freezer burn has begun to set in - this will not make the Cornish hen unsafe to eat, but it will harm the texture and taste. ",,,,,365,365,['Freezer']
129,"COUNTRY HAM - COOKED AT HOME, LEFTOVERS",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16980,"Shelf Life Tips
Refrigerate within two hours of cooking. Refrigerate cooked meat in shallow airtight containers or wrap tightly with heavy-duty aluminum foil or plastic wrap. Freeze in covered airtight containers or heavy-duty freezer bags, or wrap tightly with heavy-duty aluminum foil or freezer wrap. Freezer time shown is for best quality only - foods kept constantly frozen at 0°F will keep safe indefinitely. ",7,7,,,30,30,"['Refrigerator', 'Freezer']"
130,"COUNTRY HAM, CUT - UNCOOKED",Meat & Poultry,https://www.stilltasty.com/Fooditems/index/16981,"Shelf Life Tips
Wrap tightly in plastic wrap or foil when refrigerating. Freeze in heavy-duty freezer bags, or wrap tightly with heavy-duty aluminum foil or freezer wrap. Freezer time shown is for best quality only - foods kept constantly frozen at 0°F will keep safe indefinitely. ",60,90,,,30,30,"['Refrigerator', 'Freezer']"
